3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
3.836515111528253E-15 1.3683788059865516E-15 
1.2834035117205842E-15 5.273832810981241E-15 
